2018/02/09 06:47:17 [start checkProxy]
2018/02/09 06:47:17 [start getAllProxy]
2018/02/09 06:47:17 [Start server]
2018/02/09 06:47:19 [end getAllProxy, load proxy 103499]
2018/02/09 10:43:23 220941/395411 35.203.124.158  8080  532.376113ms anon=false
2018/02/09 10:43:43 221264/395411 191.222.149.154 8080  3.138001673s anon=false
2018/02/09 10:43:56 221475/395411 156.205.82.157  8080  1.285190969s anon=false
2018/02/09 10:45:20 222783/395411 178.62.72.252   8080  198.656429ms anon=false
2018/02/09 10:47:42 224971/395411 54.67.59.134    3128  395.987546ms anon=false
2018/02/09 10:48:25 225633/395411 27.135.210.77   80    1.044113398s anon=true
2018/02/09 10:48:31 225737/395411 118.71.70.92    1080  4.904527433s anon=true
2018/02/09 10:48:56 226117/395411 61.155.164.106  3128  3.11201387s  anon=false
2018/02/09 10:49:02 226213/395411 47.88.226.56    80    1.723043353s anon=true
2018/02/09 10:49:07 226284/395411 39.137.76.196   80    1.22523225s  anon=true
2018/02/09 10:49:29 226634/395411 186.94.248.50   8080  2.300590352s anon=false
2018/02/09 10:49:44 226830/395411 109.238.221.141 53281 187.305209ms anon=true
2018/02/09 10:50:02 227140/395411 61.155.164.110  3128  2.279477243s anon=false
2018/02/09 10:51:23 228387/395411 114.69.244.138  53281 2.151761763s anon=true
2018/02/09 10:51:33 228544/395411 5.56.135.19     1080  677.035209ms anon=true
2018/02/09 10:52:01 228955/395411 134.213.221.177 5070  228.578936ms anon=false
2018/02/09 10:52:35 229496/395411 196.201.206.121 8080  621.956182ms anon=false
2018/02/09 10:52:48 229687/395411 185.28.101.128  53    309.611349ms anon=false
2018/02/09 10:53:45 230552/395411 128.199.73.57   8080  1.814166301s anon=false
2018/02/09 10:54:05 230859/395411 119.81.197.124  3128  9.411402099s anon=false
2018/02/09 10:54:08 230922/395411 134.213.221.177 5007  228.588839ms anon=false
2018/02/09 10:54:09 230939/395411 140.143.96.141  80    1.502526157s anon=false
2018/02/09 10:54:41 231461/395411 46.218.85.101   3129  196.983834ms anon=false
2018/02/09 10:55:21 232093/395411 201.10.154.50   8080  1.573180526s anon=false
2018/02/09 10:55:33 232310/395411 31.182.52.156   3129  1.250864122s anon=false
2018/02/09 10:56:45 233419/395411 94.74.132.166   8080  1.254702746s anon=false
2018/02/09 10:56:47 233451/395411 144.76.176.72   80    189.536913ms anon=false
2018/02/09 10:56:51 233516/395411 121.42.224.91   80    490.822277ms anon=true
2018/02/09 10:57:20 233952/395411 125.62.26.75    3128  1.46450107s  anon=false
2018/02/09 10:57:34 234170/395411 203.130.231.178 8080  1.976341522s anon=false
2018/02/09 10:57:54 234489/395411 182.253.201.76  10000 862.201024ms anon=false
2018/02/09 10:58:48 235340/395411 110.37.217.252  8080  2.800705869s anon=false
2018/02/09 11:03:09 239463/395411 138.197.163.225 3128  559.554865ms anon=false
2018/02/09 11:03:15 239574/395411 111.13.111.184  80    1.109920312s anon=true
2018/02/09 11:04:22 240616/395411 159.89.228.148  8080  568.185914ms anon=false
2018/02/09 11:05:02 241236/395411 45.125.119.62   80    5.691143591s anon=false
2018/02/09 11:05:32 241698/395411 77.89.198.6     3128  152.411547ms anon=true
2018/02/09 11:06:17 242423/395411 134.213.49.60   4444  232.692533ms anon=false
2018/02/09 11:06:24 242531/395411 80.211.163.149  3128  304.768539ms anon=false
2018/02/09 11:06:36 242705/395411 178.217.37.140  8080  3.387095633s anon=false
2018/02/09 11:09:08 245075/395411 162.13.181.82   3128  257.371358ms anon=false
2018/02/09 11:10:19 246183/395411 119.42.78.133   8080  3.164604941s anon=false
2018/02/09 11:10:19 246187/395411 190.12.20.242   53281 924.459123ms anon=true
2018/02/09 11:11:02 246892/395411 103.9.145.246   8080  1.950628902s anon=false
2018/02/09 11:11:28 247312/395411 187.49.235.102  80    8.890857981s anon=true
2018/02/09 11:12:17 248044/395411 103.247.219.190 8080  6.689467692s anon=false
2018/02/09 11:12:25 248162/395411 212.126.97.83   63909 947.20823ms  anon=true
2018/02/09 11:13:24 249094/395411 177.126.217.17  8080  8.575102837s anon=false
2018/02/09 11:14:27 250088/395411 117.242.145.103 8080  1.205051231s anon=true
2018/02/09 11:14:28 250090/395411 13.90.156.175   3128  610.200393ms anon=false
2018/02/09 11:14:59 250582/395411 201.32.25.10    8080  972.692264ms anon=false
fatal error: runtime: out of memory

runtime stack:
runtime.throw(0x74208b, 0x16)
	/usr/local/go/src/runtime/panic.go:605 +0x95
runtime.sysMap(0xc44dbf0000, 0x100000, 0x0, 0x905778)
	/usr/local/go/src/runtime/mem_linux.go:216 +0x1d0
runtime.(*mheap).sysAlloc(0x8ec600, 0x100000, 0x0)
	/usr/local/go/src/runtime/malloc.go:470 +0xd7
runtime.(*mheap).grow(0x8ec600, 0x80, 0x0)
	/usr/local/go/src/runtime/mheap.go:887 +0x60
runtime.(*mheap).allocSpanLocked(0x8ec600, 0x80, 0x905788, 0xc42001e000)
	/usr/local/go/src/runtime/mheap.go:800 +0x334
runtime.(*mheap).alloc_m(0x8ec600, 0x80, 0xc420030101, 0x0)
	/usr/local/go/src/runtime/mheap.go:666 +0x118
runtime.(*mheap).alloc.func1()
	/usr/local/go/src/runtime/mheap.go:733 +0x4d
runtime.systemstack(0x7f9cdd49fdd0)
	/usr/local/go/src/runtime/asm_amd64.s:360 +0xab
runtime.(*mheap).alloc(0x8ec600, 0x80, 0x7f9cdd010101, 0x43b8e5)
	/usr/local/go/src/runtime/mheap.go:732 +0xa1
runtime.largeAlloc(0xffe00, 0x7f9cdd490101, 0x433c77)
	/usr/local/go/src/runtime/malloc.go:827 +0x98
runtime.mallocgc.func1()
	/usr/local/go/src/runtime/malloc.go:722 +0x46
runtime.systemstack(0xc42001e000)
	/usr/local/go/src/runtime/asm_amd64.s:344 +0x79
runtime.mstart()
	/usr/local/go/src/runtime/proc.go:1135

goroutine 88 [running]:
runtime.systemstack_switch()
	/usr/local/go/src/runtime/asm_amd64.s:298 fp=0xc423dcdc50 sp=0xc423dcdc48 pc=0x456db0
runtime.mallocgc(0xffe00, 0x6c8520, 0xc423dcdd01, 0x2d600)
	/usr/local/go/src/runtime/malloc.go:721 +0x7ae fp=0xc423dcdcf8 sp=0xc423dcdc50 pc=0x41217e
runtime.makeslice(0x6c8520, 0xffe00, 0xffe00, 0xc44db30000, 0x7fe00, 0x7fe00)
	/usr/local/go/src/runtime/slice.go:54 +0x77 fp=0xc423dcdd28 sp=0xc423dcdcf8 pc=0x4425c7
bytes.makeSlice(0xffe00, 0x0, 0x0, 0x0)
	/usr/local/go/src/bytes/buffer.go:231 +0x77 fp=0xc423dcdd68 sp=0xc423dcdd28 pc=0x4d5397
bytes.(*Buffer).ReadFrom(0xc423dcde10, 0x7f9cddee6220, 0xc44da02d60, 0xc44d717c00, 0x0, 0x200)
	/usr/local/go/src/bytes/buffer.go:203 +0x291 fp=0xc423dcdde0 sp=0xc423dcdd68 pc=0x4d52d1
io/ioutil.readAll(0x7f9cddee6220, 0xc44da02d60, 0x200, 0x0, 0x0, 0x0, 0x0, 0x0)
	/usr/local/go/src/io/ioutil/ioutil.go:33 +0x12c fp=0xc423dcde88 sp=0xc423dcdde0 pc=0x52648c
io/ioutil.ReadAll(0x7f9cddee6220, 0xc44da02d60, 0xc44da02d60, 0x7f9cddee6220, 0xc44da02d60, 0xc4481c41f0, 0xc4469f9100)
	/usr/local/go/src/io/ioutil/ioutil.go:42 +0x3e fp=0xc423dcded8 sp=0xc423dcde88 pc=0x52656e
github.com/serbe/pool.(*Pool).crawl(0xc422112180, 0xc438d992c0, 0x0)
	/home/a/go/src/github.com/serbe/pool/task.go:112 +0x2bd fp=0xc423dcdf88 sp=0xc423dcded8 pc=0x66738d
github.com/serbe/pool.(*Pool).worker(0xc422112180, 0x42)
	/home/a/go/src/github.com/serbe/pool/worker.go:11 +0x94 fp=0xc423dcdfd0 sp=0xc423dcdf88 pc=0x667644
runtime.goexit()
	/usr/local/go/src/runtime/asm_amd64.s:2337 +0x1 fp=0xc423dcdfd8 sp=0xc423dcdfd0 pc=0x4599a1
created by github.com/serbe/pool.(*Pool).runWorkers
	/home/a/go/src/github.com/serbe/pool/worker.go:33 +0x48

goroutine 1 [select]:
main.checkProxy(0xc420078b40)
	/home/a/go/src/github.com/serbe/gp/procs.go:93 +0x679
main.main()
	/home/a/go/src/github.com/serbe/gp/gp.go:27 +0x140

goroutine 5 [syscall, 267 minutes]:
os/signal.signal_recv(0x0)
	/usr/local/go/src/runtime/sigqueue.go:131 +0xa6
os/signal.loop()
	/usr/local/go/src/os/signal/signal_unix.go:22 +0x22
created by os/signal.init.0
	/usr/local/go/src/os/signal/signal_unix.go:28 +0x41

goroutine 6 [chan receive, 267 minutes]:
database/sql.(*DB).connectionOpener(0xc420078b40)
	/usr/local/go/src/database/sql/sql.go:871 +0x53
created by database/sql.Open
	/usr/local/go/src/database/sql/sql.go:609 +0x1ee

goroutine 7 [IO wait]:
internal/poll.runtime_pollWait(0x7f9ce00d7eb0, 0x72, 0xffffffffffffffff)
	/usr/local/go/src/runtime/netpoll.go:173 +0x57
internal/poll.(*pollDesc).wait(0xc4200f2498, 0x72, 0xc42003bc00, 0x0, 0x0)
	/usr/local/go/src/internal/poll/fd_poll_runtime.go:85 +0xae
internal/poll.(*pollDesc).waitRead(0xc4200f2498, 0xffffffffffffff00, 0x0, 0x0)
	/usr/local/go/src/internal/poll/fd_poll_runtime.go:90 +0x3d
internal/poll.(*FD).Accept(0xc4200f2480, 0x0, 0x0, 0x0, 0x0, 0x0, 0x0, 0x0)
	/usr/local/go/src/internal/poll/fd_unix.go:335 +0x1e2
net.(*netFD).accept(0xc4200f2480, 0x7543e8, 0xc42003bdc8, 0x402e3b)
	/usr/local/go/src/net/fd_unix.go:238 +0x42
net.(*TCPListener).accept(0xc42000e088, 0x6d7980, 0xc42003bdf8, 0x401bd7)
	/usr/local/go/src/net/tcpsock_posix.go:136 +0x2e
net.(*TCPListener).AcceptTCP(0xc42000e088, 0xc42003be40, 0xc42003be48, 0xc42003be38)
	/usr/local/go/src/net/tcpsock.go:234 +0x49
net/http.tcpKeepAliveListener.Accept(0xc42000e088, 0x753d78, 0xc44bdb90e0, 0x8aff80, 0xc4200615c0)
	/usr/local/go/src/net/http/server.go:3120 +0x2f
net/http.(*Server).Serve(0xc42006f2b0, 0x8afac0, 0xc42000e088, 0x0, 0x0)
	/usr/local/go/src/net/http/server.go:2695 +0x1b2
net/http.(*Server).ListenAndServe(0xc42006f2b0, 0xc42006f2b0, 0xc420012978)
	/usr/local/go/src/net/http/server.go:2636 +0xa9
net/http.ListenAndServe(0xc420012978, 0x6, 0x0, 0x0, 0x1, 0xc420012978)
	/usr/local/go/src/net/http/server.go:2882 +0x7f
main.startServer()
	/home/a/go/src/github.com/serbe/gp/netutils.go:75 +0x140
created by main.main
	/home/a/go/src/github.com/serbe/gp/gp.go:19 +0x18e

goroutine 13 [select]:
github.com/serbe/pool.(*Pool).runBroker(0xc422112180)
	/home/a/go/src/github.com/serbe/pool/pool.go:51 +0x12f
created by github.com/serbe/pool.New
	/home/a/go/src/github.com/serbe/pool/pool.go:41 +0x1bc

goroutine 1098041 [select]:
net.(*netFD).connect.func2(0x8aff40, 0xc44a4e9620, 0xc44948df00, 0xc44a18c360, 0xc44a18c300)
	/usr/local/go/src/net/fd_unix.go:129 +0xf2
created by net.(*netFD).connect
	/usr/local/go/src/net/fd_unix.go:128 +0x2a3

goroutine 1097935 [select]:
net.(*netFD).connect.func2(0x8aff40, 0xc44a480c00, 0xc44943ef80, 0xc44a0fe480, 0xc44a0fe420)
	/usr/local/go/src/net/fd_unix.go:129 +0xf2
created by net.(*netFD).connect
	/usr/local/go/src/net/fd_unix.go:128 +0x2a3

goroutine 1097783 [IO wait]:
internal/poll.runtime_pollWait(0x7f9cddee7e28, 0x77, 0xc42001e000)
	/usr/local/go/src/runtime/netpoll.go:173 +0x57
internal/poll.(*pollDesc).wait(0xc448134698, 0x77, 0xc437199200, 0x43487b, 0xc437199208)
	/usr/local/go/src/internal/poll/fd_poll_runtime.go:85 +0xae
internal/poll.(*pollDesc).waitWrite(0xc448134698, 0xc437199200, 0xc437199240, 0x4fc423)
	/usr/local/go/src/internal/poll/fd_poll_runtime.go:94 +0x3d
internal/poll.(*FD).WaitWrite(0xc448134680, 0x753c10, 0x8aff40)
	/usr/local/go/src/internal/poll/fd_unix.go:403 +0x37
net.(*netFD).connect(0xc448134680, 0x8aff40, 0xc44a414060, 0x0, 0x0, 0x8ab980, 0xc44d9db600, 0x0, 0x0, 0x0, ...)
	/usr/local/go/src/net/fd_unix.go:152 +0x2b6
net.(*netFD).dial(0xc448134680, 0x8aff40, 0xc44a414060, 0x8b1240, 0x0, 0x8b1240, 0xc44c7373e0, 0xc437199460, 0x510d8e)
	/usr/local/go/src/net/sock_posix.go:142 +0xe9
net.socket(0x8aff40, 0xc44a414060, 0x73b6d7, 0x3, 0x2, 0x1, 0x0, 0x0, 0x8b1240, 0x0, ...)
	/usr/local/go/src/net/sock_posix.go:93 +0x1a5
net.internetSocket(0x8aff40, 0xc44a414060, 0x73b6d7, 0x3, 0x8b1240, 0x0, 0x8b1240, 0xc44c7373e0, 0x1, 0x0, ...)
	/usr/local/go/src/net/ipsock_posix.go:141 +0x129
net.doDialTCP(0x8aff40, 0xc44a414060, 0x73b6d7, 0x3, 0x0, 0xc44c7373e0, 0x903e70, 0x0, 0x0)
	/usr/local/go/src/net/tcpsock_posix.go:62 +0xb9
net.dialTCP(0x8aff40, 0xc44a414060, 0x73b6d7, 0x3, 0x0, 0xc44c7373e0, 0xbe9774024ad4f908, 0xe9d113ac31e, 0x8e4520)
	/usr/local/go/src/net/tcpsock_posix.go:58 +0xe4
net.dialSingle(0x8aff40, 0xc44a414060, 0xc448134600, 0x8adac0, 0xc44c7373e0, 0x0, 0x0, 0x0, 0x0)
	/usr/local/go/src/net/dial.go:547 +0x3e2
net.dialSerial(0x8aff40, 0xc44a414060, 0xc448134600, 0xc444ce23a0, 0x1, 0x1, 0x0, 0x0, 0x0, 0x0)
	/usr/local/go/src/net/dial.go:515 +0x247
net.(*Dialer).DialContext(0x8e44c0, 0x8aff40, 0xc44a414060, 0x73b6d7, 0x3, 0xc44d9db5e0, 0x14, 0x0, 0x0, 0x0, ...)
	/usr/local/go/src/net/dial.go:397 +0x6ee
net/http.(*Transport).dial(0xc44b6273b0, 0x8aff40, 0xc44a414060, 0x73b6d7, 0x3, 0xc44d9db5e0, 0x14, 0x2, 0xc444d30a50, 0x10000000040ab30, ...)
	/usr/local/go/src/net/http/transport.go:893 +0x193
net/http.(*Transport).dialConn(0xc44b6273b0, 0x8aff40, 0xc44a414060, 0xc421603a80, 0xc423744340, 0x4, 0xc44d9db580, 0x14, 0xc449432060, 0x51a4a4, ...)
	/usr/local/go/src/net/http/transport.go:1060 +0x1d62
net/http.(*Transport).getConn.func4(0xc44b6273b0, 0x8aff40, 0xc44a414060, 0xc44c737230, 0xc449433380)
	/usr/local/go/src/net/http/transport.go:943 +0x78
created by net/http.(*Transport).getConn
	/usr/local/go/src/net/http/transport.go:942 +0x393

goroutine 1097967 [IO wait]:
internal/poll.runtime_pollWait(0x7f9ce00d7d30, 0x77, 0xc42001e000)
	/usr/local/go/src/runtime/netpoll.go:173 +0x57
internal/poll.(*pollDesc).wait(0xc449464418, 0x77, 0xc4371ad200, 0x43487b, 0xc4371ad208)
	/usr/local/go/src/internal/poll/fd_poll_runtime.go:85 +0xae
internal/poll.(*pollDesc).waitWrite(0xc449464418, 0xc4371ad200, 0xc4371ad240, 0x4fc423)
	/usr/local/go/src/internal/poll/fd_poll_runtime.go:94 +0x3d
internal/poll.(*FD).WaitWrite(0xc449464400, 0x753c10, 0x8aff40)
	/usr/local/go/src/internal/poll/fd_unix.go:403 +0x37
net.(*netFD).connect(0xc449464400, 0x8aff40, 0xc44a49a840, 0x0, 0x0, 0x8ab980, 0xc44da2e5a0, 0x0, 0x0, 0x0, ...)
	/usr/local/go/src/net/fd_unix.go:152 +0x2b6
net.(*netFD).dial(0xc449464400, 0x8aff40, 0xc44a49a840, 0x8b1240, 0x0, 0x8b1240, 0xc44ccf52c0, 0xc4371ad460, 0x510d8e)
	/usr/local/go/src/net/sock_posix.go:142 +0xe9
net.socket(0x8aff40, 0xc44a49a840, 0x73b6d7, 0x3, 0x2, 0x1, 0x0, 0x0, 0x8b1240, 0x0, ...)
	/usr/local/go/src/net/sock_posix.go:93 +0x1a5
net.internetSocket(0x8aff40, 0xc44a49a840, 0x73b6d7, 0x3, 0x8b1240, 0x0, 0x8b1240, 0xc44ccf52c0, 0x1, 0x0, ...)
	/usr/local/go/src/net/ipsock_posix.go:141 +0x129
net.doDialTCP(0x8aff40, 0xc44a49a840, 0x73b6d7, 0x3, 0x0, 0xc44ccf52c0, 0x903e70, 0x0, 0x0)
	/usr/local/go/src/net/tcpsock_posix.go:62 +0xb9
net.dialTCP(0x8aff40, 0xc44a49a840, 0x73b6d7, 0x3, 0x0, 0xc44ccf52c0, 0xbe97740308ed6a71, 0xe9dc2238efa, 0x8e4520)
	/usr/local/go/src/net/tcpsock_posix.go:58 +0xe4
net.dialSingle(0x8aff40, 0xc44a49a840, 0xc449464380, 0x8adac0, 0xc44ccf52c0, 0x0, 0x0, 0x0, 0x0)
	/usr/local/go/src/net/dial.go:547 +0x3e2
net.dialSerial(0x8aff40, 0xc44a49a840, 0xc449464380, 0xc4471549d0, 0x1, 0x1, 0x0, 0x0, 0x0, 0x0)
	/usr/local/go/src/net/dial.go:515 +0x247
net.(*Dialer).DialContext(0x8e44c0, 0x8aff40, 0xc44a49a840, 0x73b6d7, 0x3, 0xc44da2e560, 0x12, 0x0, 0x0, 0x0, ...)
	/usr/local/go/src/net/dial.go:397 +0x6ee
net/http.(*Transport).dial(0xc44b6bcb40, 0x8aff40, 0xc44a49a840, 0x73b6d7, 0x3, 0xc44da2e560, 0x12, 0x2, 0xc444d2da50, 0x20000000040ab30, ...)
	/usr/local/go/src/net/http/transport.go:893 +0x193
net/http.(*Transport).dialConn(0xc44b6bcb40, 0x8aff40, 0xc44a49a840, 0xc422a0e980, 0xc423744340, 0x4, 0xc44da2e500, 0x14, 0xc444cdaba0, 0x51a4a4, ...)
	/usr/local/go/src/net/http/transport.go:1060 +0x1d62
net/http.(*Transport).getConn.func4(0xc44b6bcb40, 0x8aff40, 0xc44a49a840, 0xc44ccf51d0, 0xc44a110900)
	/usr/local/go/src/net/http/transport.go:943 +0x78
created by net/http.(*Transport).getConn
	/usr/local/go/src/net/http/transport.go:942 +0x393

goroutine 1097776 [select]:
net/http.setRequestCancel.func3(0x0, 0xc44c736510, 0xc44be28380, 0xc44d76bc30, 0xc449432960)
	/usr/local/go/src/net/http/client.go:320 +0x118
created by net/http.setRequestCancel
	/usr/local/go/src/net/http/client.go:319 +0x2bf

goroutine 1097708 [select]:
net.(*netFD).connect.func2(0x8aff40, 0xc44a1d8c60, 0xc44710ea00, 0xc44818af00, 0xc44818aea0)
	/usr/local/go/src/net/fd_unix.go:129 +0xf2
created by net.(*netFD).connect
	/usr/local/go/src/net/fd_unix.go:128 +0x2a3

goroutine 22 [select]:
net/http.(*Transport).getConn(0xc44befd3b0, 0xc44d40b170, 0xc42244c000, 0xc423744340, 0x4, 0xc44da61be0, 0x14, 0x0, 0x0, 0x411ca7)
	/usr/local/go/src/net/http/transport.go:948 +0x5bf
net/http.(*Transport).RoundTrip(0xc44befd3b0, 0xc4481b9900, 0xc44befd3b0, 0xbe9774045251d1ad, 0xe9ef58de6e3)
	/usr/local/go/src/net/http/transport.go:400 +0x6a6
net/http.send(0xc4481b9800, 0x8ab280, 0xc44befd3b0, 0xbe9774045251d1ad, 0xe9ef58de6e3, 0x8e4520, 0xc44b6c06c8, 0xbe9774045251d1ad, 0xc42004bcf8, 0x1)
	/usr/local/go/src/net/http/client.go:249 +0x1a9
net/http.(*Client).send(0xc44d40af60, 0xc4481b9800, 0xbe9774045251d1ad, 0xe9ef58de6e3, 0x8e4520, 0xc44b6c06c8, 0x0, 0x1, 0x42a9c6)
	/usr/local/go/src/net/http/client.go:173 +0xfd
net/http.(*Client).Do(0xc44d40af60, 0xc4481b9800, 0xc44b624120, 0xc4481b9800, 0xc44b624120)
	/usr/local/go/src/net/http/client.go:602 +0x28d
github.com/serbe/pool.(*Pool).crawl(0xc422112180, 0xc438d9c6c0, 0x0)
	/home/a/go/src/github.com/serbe/pool/task.go:106 +0x1e5
github.com/serbe/pool.(*Pool).worker(0xc422112180, 0x0)
	/home/a/go/src/github.com/serbe/pool/worker.go:11 +0x94
created by github.com/serbe/pool.(*Pool).runWorkers
	/home/a/go/src/github.com/serbe/pool/worker.go:33 +0x48

goroutine 23 [select]:
net/http.(*Transport).getConn(0xc44b8c2b40, 0xc44cd46360, 0xc421426780, 0xc423744340, 0x4, 0xc44da3a680, 0x14, 0x0, 0x0, 0x411ca7)
	/usr/local/go/src/net/http/transport.go:948 +0x5bf
net/http.(*Transport).RoundTrip(0xc44b8c2b40, 0xc4469f8200, 0xc44b8c2b40, 0xbe9774036f6513b9, 0xe9e24360057)
	/usr/local/go/src/net/http/transport.go:400 +0x6a6
net/http.send(0xc4469f8100, 0x8ab280, 0xc44b8c2b40, 0xbe9774036f6513b9, 0xe9e24360057, 0x8e4520, 0xc446007eb0, 0xbe9774036f6513b9, 0xc437167cf8, 0x1)
	/usr/local/go/src/net/http/client.go:249 +0x1a9
net/http.(*Client).send(0xc44cd46150, 0xc4469f8100, 0xbe9774036f6513b9, 0xe9e24360057, 0x8e4520, 0xc446007eb0, 0x0, 0x1, 0x42a9c6)
	/usr/local/go/src/net/http/client.go:173 +0xfd
net/http.(*Client).Do(0xc44cd46150, 0xc4469f8100, 0xc44a508f60, 0xc4469f8100, 0xc44a508f60)
	/usr/local/go/src/net/http/client.go:602 +0x28d
github.com/serbe/pool.(*Pool).crawl(0xc422112180, 0xc438d990e0, 0x0)
	/home/a/go/src/github.com/serbe/pool/task.go:106 +0x1e5
github.com/serbe/pool.(*Pool).worker(0xc422112180, 0x1)
	/home/a/go/src/github.com/serbe/pool/worker.go:11 +0x94
created by github.com/serbe/pool.(*Pool).runWorkers
	/home/a/go/src/github.com/serbe/pool/worker.go:33 +0x48

goroutine 24 [select]:
net/http.(*Transport).getConn(0xc44b6bcb40, 0xc44ccf51a0, 0xc422a0e980, 0xc423744340, 0x4, 0xc44da2e500, 0x14, 0x0, 0x0, 0x411ca7)
	/usr/local/go/src/net/http/transport.go:948 +0x5bf
net/http.(*Transport).RoundTrip(0xc44b6bcb40, 0xc445102d00, 0xc44b6bcb40, 0xbe97740308eda3ec, 0xe9dc223c725)
